pokedex_number,name,abilities,weight_kg,height_m,type1,type2,generation,is_legendary,hp,attack,defense,sp_attack,sp_defense,speed,base_total,capture_rate,classfication,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
656,Froakie,"['Torrent', 'Protean']",7.0,0.3,water,,6,0,41,56,40,62,44,71,314,45.0,Bubble Frog Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
657,Frogadier,"['Torrent', 'Protean']",10.9,0.6,water,,6,0,54,63,52,83,56,97,405,45.0,Bubble Frog Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
658,Greninja,"['Torrent', 'Protean', 'Battle Bond']",40.0,1.5,water,dark,6,0,72,145,67,153,71,132,640,45.0,Ninja Pokémon,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5
659,Bunnelby,"['Pickup', 'Cheek Pouch', 'Huge Power']",5.0,0.4,normal,,6,0,38,36,38,32,36,57,237,255.0,Digging Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
660,Diggersby,"['Pickup', 'Cheek Pouch', 'Huge Power']",42.4,1.0,normal,ground,6,0,85,56,77,50,77,78,423,127.0,Digging Pokémon,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
661,Fletchling,"['Big Pecks', 'Gale Wings']",1.7,0.3,normal,flying,6,0,45,50,43,40,38,62,278,255.0,Tiny Robin Pokémon,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
662,Fletchinder,"['Flame Body', 'Gale Wings']",16.0,0.7,fire,flying,6,0,62,73,55,56,52,84,382,120.0,Ember Pokémon,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0
663,Talonflame,"['Flame Body', 'Gale Wings']",24.5,1.2,fire,flying,6,0,78,81,71,74,69,126,499,45.0,Scorching Pokémon,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0
664,Scatterbug,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",2.5,0.3,bug,,6,0,38,35,40,27,25,35,200,255.0,Scatterdust Pokémon,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
665,Spewpa,"['Shed Skin', 'Friend Guard']",8.4,0.3,bug,,6,0,45,22,60,27,30,29,213,120.0,Scatterdust Pokémon,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
666,Vivillon,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",17.0,1.2,bug,flying,6,0,80,52,50,90,50,89,411,45.0,Scale Pokémon,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
667,Litleo,"['Rivalry', 'Unnerve', 'Moxie']",13.5,0.6,fire,normal,6,0,62,50,58,73,54,72,369,220.0,Lion Cub Pokémon,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
668,Pyroar,"['Rivalry', 'Unnerve', 'Moxie']",81.5,1.5,fire,normal,6,0,86,68,72,109,66,106,507,65.0,Royal Pokémon,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
669,Flabébé,"['Flower Veil', 'Symbiosis']",0.1,0.1,fairy,,6,0,44,38,39,61,79,42,303,225.0,Single Bloom Pokémon,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
670,Floette,"['Flower Veil', 'Symbiosis']",0.9,0.2,fairy,,6,0,74,65,67,125,128,92,551,120.0,Fairy Pokémon,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
671,Florges,"['Flower Veil', 'Symbiosis']",10.0,1.1,fairy,,6,0,78,65,68,112,154,75,552,45.0,Garden Pokémon,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
672,Skiddo,"['Sap Sipper', 'Grass Pelt']",31.0,0.9,grass,,6,0,66,65,48,62,57,52,350,200.0,Mount Pokémon,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
673,Gogoat,"['Sap Sipper', 'Grass Pelt']",91.0,1.7,grass,,6,0,123,100,62,97,81,68,531,45.0,Mount Pokémon,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
674,Pancham,"['Iron Fist', 'Mold Breaker', 'Scrappy']",8.0,0.6,fighting,,6,0,67,82,62,46,48,43,348,220.0,Playful Pokémon,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
675,Pangoro,"['Iron Fist', 'Mold Breaker', 'Scrappy']",136.0,2.1,fighting,dark,6,0,95,124,78,69,71,58,495,65.0,Daunting Pokémon,1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0
676,Furfrou,['Fur Coat'],28.0,1.2,normal,,6,0,75,80,60,65,90,102,472,160.0,Poodle Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
677,Espurr,"['Keen Eye', 'Infiltrator', 'Own Tempo']",3.5,0.3,psychic,,6,0,62,48,54,63,60,68,355,190.0,Restraint Pokémon,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
678,Meowstic,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",8.5,0.6,psychic,,6,0,74,48,76,83,81,104,466,75.0,Constraint Pokémon,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
679,Honedge,['No Guard'],2.0,0.8,steel,ghost,6,0,45,80,100,35,37,28,325,180.0,Sword Pokémon,0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0
680,Doublade,['No Guard'],4.5,0.8,steel,ghost,6,0,59,110,150,45,49,35,448,90.0,Sword Pokémon,0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0
681,Aegislash,['Stance Change'],53.0,1.7,steel,ghost,6,0,60,150,50,150,50,60,520,45.0,Royal Sword Pokémon,0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0
682,Spritzee,"['Healer', 'Aroma Veil']",0.5,0.2,fairy,,6,0,78,52,60,63,65,23,341,200.0,Perfume Pokémon,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
683,Aromatisse,"['Healer', 'Aroma Veil']",15.5,0.8,fairy,,6,0,101,72,72,99,89,29,462,140.0,Fragrance Pokémon,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
684,Swirlix,"['Sweet Veil', 'Unburden']",3.5,0.4,fairy,,6,0,62,48,66,59,57,49,341,200.0,Cotton Candy Pokémon,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
685,Slurpuff,"['Sweet Veil', 'Unburden']",5.0,0.8,fairy,,6,0,82,80,86,85,75,72,480,140.0,Meringue Pokémon,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
686,Inkay,"['Contrary', 'Suction Cups', 'Infiltrator']",3.5,0.4,dark,psychic,6,0,53,54,53,37,46,45,288,190.0,Revolving Pokémon,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
687,Malamar,"['Contrary', 'Suction Cups', 'Infiltrator']",47.0,1.5,dark,psychic,6,0,86,92,88,68,75,73,482,80.0,Overturning Pokémon,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
688,Binacle,"['Tough Claws', 'Sniper', 'Pickpocket']",31.0,0.5,rock,water,6,0,42,52,67,39,56,50,306,120.0,Two-Handed Pokémon,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
689,Barbaracle,"['Tough Claws', 'Sniper', 'Pickpocket']",96.0,1.3,rock,water,6,0,72,105,115,54,86,68,500,45.0,Collective Pokémon,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
690,Skrelp,"['Poison Point', 'Poison Touch', 'Adaptability']",7.3,0.5,poison,water,6,0,50,60,60,60,60,30,320,225.0,Mock Kelp Pokémon,0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5
691,Dragalge,"['Poison Point', 'Poison Touch', 'Adaptability']",81.5,1.8,poison,dragon,6,0,65,75,90,97,123,44,494,55.0,Mock Kelp Pokémon,0.5,1.0,2.0,0.5,1.0,0.5,0.5,1.0,1.0,0.25,2.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5
692,Clauncher,['Mega Launcher'],8.3,0.5,water,,6,0,50,53,62,58,63,44,330,225.0,Water Gun Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
693,Clawitzer,['Mega Launcher'],35.3,1.3,water,,6,0,71,73,88,120,89,59,500,55.0,Howitzer Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
694,Helioptile,"['Dry Skin', 'Sand Veil', 'Solar Power']",6.0,0.5,electric,normal,6,0,44,38,33,61,43,70,289,190.0,Generator Pokémon,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
695,Heliolisk,"['Dry Skin', 'Sand Veil', 'Solar Power']",21.0,1.0,electric,normal,6,0,62,55,52,109,94,109,481,75.0,Generator Pokémon,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
696,Tyrunt,"['Strong Jaw', 'Sturdy']",26.0,0.8,rock,dragon,6,0,58,89,77,45,45,48,362,45.0,Royal Heir Pokémon,1.0,1.0,2.0,0.5,2.0,2.0,0.25,0.5,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,2.0,1.0
697,Tyrantrum,"['Strong Jaw', 'Rock Head']",270.0,2.5,rock,dragon,6,0,82,121,119,69,59,71,521,45.0,Despot Pokémon,1.0,1.0,2.0,0.5,2.0,2.0,0.25,0.5,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,2.0,1.0
698,Amaura,"['Refrigerate', 'Snow Warning']",25.2,1.3,rock,ice,6,0,77,59,50,67,63,46,362,45.0,Tundra Pokémon,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,4.0,2.0
699,Aurorus,"['Refrigerate', 'Snow Warning']",225.0,2.7,rock,ice,6,0,123,77,72,99,92,58,521,45.0,Tundra Pokémon,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,4.0,2.0
700,Sylveon,"['Cute Charm', 'Pixilate']",23.5,1.0,fairy,,6,0,95,65,65,110,130,60,525,45.0,Intertwining Pokémon,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
701,Hawlucha,"['Limber', 'Unburden', 'Mold Breaker']",21.5,0.8,fighting,flying,6,0,78,92,75,74,63,118,500,100.0,Wrestling Pokémon,0.25,0.5,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.5,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
702,Dedenne,"['Cheek Pouch', 'Pickup', 'Plus']",2.2,0.2,electric,fairy,6,0,67,58,57,81,67,101,431,180.0,Antenna Pokémon,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
703,Carbink,"['Clear Body', 'Sturdy']",5.7,0.3,rock,fairy,6,0,50,50,150,50,150,50,500,60.0,Jewel Pokémon,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4.0,2.0
704,Goomy,"['Sap Sipper', 'Hydration', 'Gooey']",2.8,0.3,dragon,,6,0,45,50,35,55,75,40,300,45.0,Soft Tissue Pokémon,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
705,Sliggoo,"['Sap Sipper', 'Hydration', 'Gooey']",17.5,0.8,dragon,,6,0,68,75,53,83,113,60,452,45.0,Soft Tissue Pokémon,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
706,Goodra,"['Sap Sipper', 'Hydration', 'Gooey']",150.5,2.0,dragon,,6,0,90,100,70,110,150,80,600,45.0,Dragon Pokémon,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
707,Klefki,"['Prankster', 'Magician']",3.0,0.2,steel,fairy,6,0,57,80,91,80,87,75,470,75.0,Key Ring Pokémon,0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0
708,Phantump,"['Natural Cure', 'Frisk', 'Harvest']",7.0,0.4,ghost,grass,6,0,43,70,48,50,60,38,309,120.0,Stump Pokémon,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5
709,Trevenant,"['Natural Cure', 'Frisk', 'Harvest']",71.0,1.5,ghost,grass,6,0,85,110,76,65,82,56,474,60.0,Elder Tree Pokémon,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5
710,Pumpkaboo,"['Pickup', 'Frisk', 'Insomnia']",15.0,0.8,ghost,grass,6,0,59,66,70,44,55,41,335,120.0,Pumpkin Pokémon,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5
711,Gourgeist,"['Pickup', 'Frisk', 'Insomnia']",39.0,1.7,ghost,grass,6,0,85,100,122,58,75,54,494,60.0,Pumpkin Pokémon,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5
712,Bergmite,"['Own Tempo', 'Ice Body', 'Sturdy']",99.5,1.0,ice,,6,0,55,69,85,32,35,28,304,190.0,Ice Chunk Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
713,Avalugg,"['Own Tempo', 'Ice Body', 'Sturdy']",505.0,2.0,ice,,6,0,95,117,184,44,46,28,514,55.0,Iceberg Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
714,Noibat,"['Frisk', 'Infiltrator', 'Telepathy']",8.0,0.5,flying,dragon,6,0,40,30,35,45,40,55,245,190.0,Sound Wave Pokémon,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5
715,Noivern,"['Frisk', 'Infiltrator', 'Telepathy']",85.0,1.5,flying,dragon,6,0,85,70,80,97,80,123,535,45.0,Sound Wave Pokémon,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5
716,Xerneas,['Fairy Aura'],215.0,3.0,fairy,,6,1,126,131,95,131,98,99,680,45.0,Life Pokémon,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
717,Yveltal,['Dark Aura'],203.0,5.8,dark,flying,6,1,126,131,95,131,98,99,680,45.0,Destruction Pokémon,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0
718,Zygarde,"['Aura Break', 'Power Construct']",284.6,5.0,dragon,ground,6,1,216,100,121,91,95,85,708,3.0,Order Pokémon,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
719,Diancie,['Clear Body'],8.8,0.7,rock,fairy,6,1,50,160,110,160,110,110,700,3.0,Jewel Pokémon,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4.0,2.0
720,Hoopa,['Magician'],,,psychic,ghost,6,1,80,160,60,170,130,80,680,3.0,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0
721,Volcanion,['Water Absorb'],195.0,1.7,fire,water,6,1,80,110,120,130,90,70,600,3.0,Steam Pokémon,0.5,1.0,1.0,2.0,0.5,1.0,0.25,1.0,1.0,1.0,2.0,0.25,1.0,1.0,1.0,2.0,0.25,1.0
722,Rowlet,"['Overgrow', 'Long Reach']",1.5,0.3,grass,flying,7,0,68,55,55,50,50,42,320,45.0,Grass Quill Pokémon,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5
723,Dartrix,"['Overgrow', 'Long Reach']",16.0,0.7,grass,flying,7,0,78,75,75,70,70,52,420,45.0,Blade Quill Pokémon,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5
724,Decidueye,"['Overgrow', 'Long Reach']",36.6,1.6,grass,ghost,7,0,78,107,75,100,100,70,530,45.0,Arrow Quill Pokémon,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5
725,Litten,"['Blaze', 'Intimidate']",4.3,0.4,fire,,7,0,45,65,40,60,40,70,320,45.0,Fire Cat Pokémon,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
726,Torracat,"['Blaze', 'Intimidate']",25.0,0.7,fire,,7,0,65,85,50,80,50,90,420,45.0,Fire Cat Pokémon,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
727,Incineroar,"['Blaze', 'Intimidate']",83.0,1.8,fire,dark,7,0,95,115,90,80,90,60,530,45.0,Heel Pokémon,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0
728,Popplio,"['Torrent', 'Liquid Voice']",7.5,0.4,water,,7,0,50,54,54,66,56,40,320,45.0,Sea Lion Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
729,Brionne,"['Torrent', 'Liquid Voice']",17.5,0.6,water,,7,0,60,69,69,91,81,50,420,45.0,Pop Star Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
730,Primarina,"['Torrent', 'Liquid Voice']",44.0,1.8,water,fairy,7,0,80,74,74,126,116,60,530,45.0,Soloist Pokémon,0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
731,Pikipek,"['Keen Eye', 'Skill Link', 'Pickup']",1.2,0.3,normal,flying,7,0,35,75,30,30,30,65,265,255.0,Woodpecker Pokémon,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
732,Trumbeak,"['Keen Eye', 'Skill Link', 'Pickup']",14.8,0.6,normal,flying,7,0,55,85,50,40,50,75,355,120.0,Bugle Beak Pokémon,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
733,Toucannon,"['Keen Eye', 'Skill Link', 'Sheer Force']",26.0,1.1,normal,flying,7,0,80,120,75,75,75,60,485,45.0,Cannon Pokémon,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
734,Yungoos,"['Stakeout', 'Strong Jaw', 'Adaptability']",6.0,0.4,normal,,7,0,48,70,30,30,30,45,253,255.0,Loitering Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
735,Gumshoos,"['Stakeout', 'Strong Jaw', 'Adaptability']",14.2,0.7,normal,,7,0,88,110,60,55,60,45,418,127.0,Stakeout Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
736,Grubbin,['Swarm'],4.4,0.4,bug,,7,0,47,62,45,55,45,46,300,255.0,Larva Pokémon,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
737,Charjabug,['Battery'],10.5,0.5,bug,electric,7,0,57,82,95,55,75,36,400,120.0,Battery Pokémon,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0
738,Vikavolt,['Levitate'],45.0,1.5,bug,electric,7,0,77,70,90,145,75,43,500,45.0,Stag Beetle Pokémon,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0
739,Crabrawler,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",7.0,0.6,fighting,,7,0,47,82,57,42,47,63,338,225.0,Boxing Pokémon,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
740,Crabominable,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",180.0,1.7,fighting,ice,7,0,97,132,77,62,67,43,478,60.0,Woolly Crab Pokémon,0.5,0.5,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,1.0
741,Oricorio,['Dancer'],3.4,0.6,fire,flying,7,0,75,70,70,98,70,93,476,45.0,Dancing Pokémon,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0
742,Cutiefly,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",0.2,0.1,bug,fairy,7,0,40,45,40,55,40,84,304,190.0,Bee Fly Pokémon,0.5,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0
743,Ribombee,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",0.5,0.2,bug,fairy,7,0,60,55,60,95,70,124,464,75.0,Bee Fly Pokémon,0.5,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0
744,Rockruff,"['Keen Eye', 'Vital Spirit', 'Steadfast']",9.2,0.5,rock,,7,0,45,65,40,30,40,60,280,190.0,Puppy Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
745,Lycanroc,"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']",,,rock,,7,0,85,115,75,55,75,82,487,90.0,Wolf Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
746,Wishiwashi,['Schooling'],0.3,0.2,water,,7,0,45,140,130,140,135,30,620,60.0,Small Fry Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
747,Mareanie,"['Merciless', 'Limber', 'Regenerator']",8.0,0.4,poison,water,7,0,50,53,62,43,52,45,305,190.0,Brutal Star Pokémon,0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5
748,Toxapex,"['Merciless', 'Limber', 'Regenerator']",14.5,0.7,poison,water,7,0,50,63,152,53,142,35,495,75.0,Brutal Star Pokémon,0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5
749,Mudbray,"['Own Tempo', 'Stamina', 'Inner Focus']",110.0,1.0,ground,,7,0,70,100,70,45,55,45,385,190.0,Donkey Pokémon,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
